"HHID","h9q0","h9q1","h9q2","h9q3","h9q4","h9q5","h9q6","h9q7","h9q8","h9q9a","h9q9b","h9q10","h9q11b","h9q12","h9q13","h9q14","h9q15a","h9q15b","h9q15c","h9q16","h9q17","h9q18","h9q19","h9q20","h9q21","h9q22","h9q22a","h9q22b","h9q23","wgt_X"
"H37809-04-01",3,10,10,3,10,16,14,17,6,10,4,0.300000011920929,4,2,,,"P37809-004","P37809-003","P37809-005",2,4,5,1,2,2,13,2,,1,2097.82543945313
"H37810-04-01",3,10,10,2,10,16,14,17,6,30,10,0.5,3,2,,,"P37810-002","P37810-005","P37810-006",2,4,2,1,2,5,13,2,,1,2097.82543945313
"H37901-04-01",3,10,10,1,15,14,14,14,6,10,50,0.25,2.5,1,2,2000,"P37901-002","Z04",,1,4,1,1,1,2,15,2,,1,2645.49951171875
"H37902-04-01",3,10,10,2,10,12,14,14,6,4,5,0.200000002980232,4,2,,,"P37902-002","P37902-004","P37902-005",1,4,1,1,1,5,13,1,3,1,2645.49951171875
"H37903-04-01",3,10,13,1,15,96,14,14,6,2,20,0.150000005960464,3,2,,,"P37903-002","P37903-001",,1,4,1,1,1,2,11,1,3,1,2645.49951171875
"H37905-04-01",1,10,10,1,10,17,14,14,2,40,1,2,5,2,,,"P37905-002","P37905-003","P37905-004",2,4,1,1,2,2,13,2,,1,2645.49951171875
"H37906-04-01",3,10,10,2,10,12,14,14,6,20,20,0.300000011920929,4,2,,,"Z03","P37906-004","Z02",1,4,1,1,1,5,13,2,,1,2645.49951171875
"H37907-04-01",1,10,10,1,10,14,14,14,6,15,1,0.100000001490116,3,2,,,"P37907-001","P37907-002","P37907-003",1,4,2,2,1,5,15,2,,1,2645.49951171875
"H37908-04-01",3,10,10,3,10,12,14,14,6,5,4,0.100000001490116,5,2,,,"P37908-002","P37908-012","P37908-013",2,4,1,1,1,5,13,2,,1,2645.49951171875
"H37909-04-01",3,10,10,1,15,14,14,14,6,10,45,0.200000002980232,1,2,,,"Z04",,,1,4,1,1,2,2,13,1,2,1,2645.49951171875
"H37910-04-01",3,10,10,1,15,12,14,14,6,30,20,0.400000005960464,1.5,2,,,"P37910-001","Z01","Z02",1,4,1,1,2,1,13,1,3,1,2645.49951171875
"H38001-04-01",3,10,10,1,10,14,13,14,6,10,2,0.200000002980232,10,1,2,8000,"P38001-002","P38001-003",,1,4,1,1,2,8,15,2,,1,2108.638671875
"H38002-04-01",3,10,10,1,10,12,14,14,6,30,30,0.400000005960464,2,2,,,"Z01","Z01","Z01",2,4,2,2,3,2,17,,,,2108.638671875
"H38003-04-01",3,10,10,1,10,10,14,14,6,20,40,0.400000005960464,3,2,,,"Z03","P38003-001",,2,4,1,1,1,2,17,,,,2108.638671875
"H38004-04-01",3,10,10,5,10,12,13,14,6,15,5,0.25,3,2,,,"P38004-002","P38004-006","P38004-008",2,4,1,2,1,5,11,2,,1,2108.638671875
"H38006-04-01",3,10,10,1,10,12,14,14,6,20,45,0.200000002980232,5,2,,,"P38006-002","P38006-003",,1,2,1,1,1,5,13,2,,1,2108.638671875
"H38007-04-01",2,10,10,1,15,16,14,14,6,15,3,0.300000011920929,5,2,,,"P38007-002","P38007-003","P38007-004",1,4,1,1,1,2,15,2,,1,2108.638671875
"H38008-04-01",2,10,10,1,15,16,14,14,1,20,2,0.300000011920929,4,2,,,"P38008-002",,,1,4,1,1,1,2,96,1,1,1,2108.638671875
"H38009-04-01",3,10,10,1,10,12,13,14,6,10,15,0.200000002980232,5,2,,,"P38009-001","P38009-002",,1,4,1,1,1,2,12,1,1,1,2108.638671875
"H38010-04-01",3,10,10,1,15,12,14,14,5,8,20,0.400000005960464,6,2,,,"P38010-001","P38010-002",,1,4,1,1,1,2,13,1,3,1,2108.638671875
"H38101-04-01",3,10,10,4,10,16,14,20,,15,20,0.200000002980232,15,2,,,"P38101-002","P38101-003","P38101-006",1,2,2,1,,5,13,2,,1,2935.46557617188
"H38102-04-01",3,10,10,2,10,16,14,20,,60,20,0.5,10,2,,,"P38102-002","P38102-004","P38102-005",2,2,2,1,,1,13,2,,1,2935.46557617188
"H38103-04-01",1,10,10,2,10,16,14,15,,20,1,1,5,2,,,"P38103-001","P38103-002","P38103-003",1,4,1,1,,5,13,2,,1,2935.46557617188
"H38104-04-01",3,10,10,3,10,16,14,15,,15,4,0.25,4,2,,,"P38104-002","P38104-004","P38104-006",1,4,2,1,,5,13,2,,1,2935.46557617188
"H38105-04-01",3,10,10,2,10,16,14,15,,30,20,1.5,8,2,,,"P38105-002","P38105-003","P38105-004",1,4,2,1,,1,13,2,,1,2935.46557617188
"H38106-04-01",3,10,10,2,10,16,14,15,,30,3,5,0.5,2,,,"P38106-001",,,9,4,2,1,,1,13,2,,1,2935.46557617188
"H38107-04-01",3,10,10,2,10,16,14,15,,6,0,0.699999988079071,3,2,,,"P38107-001","P38107-002","P38107-003",1,4,1,1,,5,13,2,,2,2935.46557617188
"H38108-04-01",3,10,10,1,15,16,14,20,,30,10,0.400000005960464,4,2,,,"P38108-002",,,1,2,2,1,,5,13,2,,1,2935.46557617188
"H38109-04-01",3,10,10,4,10,16,14,15,,8,20,0.0299999993294477,5,2,,,"P38109-002","P38109-012","P38109-007",1,2,2,1,,8,14,2,,2,2935.46557617188
"H38110-04-01",3,10,10,2,10,16,14,20,,30,5,0.400000005960464,6,2,,,"P38110-002","P38110-004","P38110-005",1,4,2,2,,5,13,2,,1,2935.46557617188
"H38201-04-01",3,16,10,3,15,96,14,14,2,60,8,2.40000009536743,20,1,2,1000,"P38201-003","P38201-004","P38201-005",1,4,1,1,2,2,15,1,2,1,4849.8994140625
"H38202-04-01",3,10,10,5,10,12,13,14,96,30,60,1,20,2,,,"P38202-006","P38202-005","P38202-003",1,4,1,1,2,1,13,2,,1,4849.8994140625
"H38203-04-01",3,15,16,2,10,12,13,14,6,8,3,0.100000001490116,5,2,,,"P38203-002",,,1,4,2,1,1,5,12,1,2,2,4849.8994140625
"H38204-04-01",3,10,10,1,10,16,14,14,96,10,5,0,5,2,,,"P38204-003","P38204-005","P38204-001",1,4,1,1,2,8,13,1,2,1,4849.8994140625
"H38205-04-01",3,10,15,1,10,12,14,14,2,2,0.5,0.100000001490116,3,1,2,2000,"P38205-002","P38205-001","P38205-003",1,4,1,1,1,3,12,2,,1,4849.8994140625
"H38206-04-01",3,10,10,2,10,16,14,14,6,10,3,0.400000005960464,10,2,,,"P38206-001","P38206-002",,1,2,1,1,1,5,15,2,,1,4849.8994140625
"H38207-04-01",3,16,10,2,15,16,14,14,6,10,5,0.300000011920929,15,2,,,"P38207-003","P38207-002",,1,2,1,2,1,2,13,2,,1,4849.8994140625
"H38208-04-01",3,16,10,2,15,16,14,14,6,15,8,0.5,10,2,,,"P38208-003","P38208-001","P38208-004",1,4,1,1,1,2,15,2,,1,4849.8994140625
"H38209-04-01",3,16,10,3,15,16,14,14,2,18,2,0.200000002980232,6,1,2,2000,"P38209-013","P38209-005","P38209-001",1,4,2,1,2,2,13,1,3,1,4849.8994140625
"H38210-04-01",3,16,10,6,15,16,14,14,96,30,30,0.699999988079071,40,1,2,1000,"P38210-002","P38210-003","P38210-017",1,4,1,1,1,2,13,2,,1,4849.8994140625
"H38301-04-01",3,16,10,1,15,14,14,14,1,10,3,0,5,1,2,3400,"P38301-002",,,1,4,1,1,2,3,15,1,2,1,2366.15893554688
"H38302-04-01",3,16,10,2,15,14,14,14,1,30,10,1,6,1,2,3400,"P38302-002","P38302-003","P38302-004",1,4,1,1,1,1,13,2,,3,2366.15893554688
"H38303-04-01",3,16,10,2,15,14,14,14,6,20,30,1,6,2,,,"P38303-003","P38303-004",,2,4,1,1,2,2,13,2,,3,2366.15893554688
"H38304-04-01",2,16,10,1,15,14,14,14,1,30,10,0.200000002980232,6,1,2,2000,"P38304-002","P38304-002","P38304-006",1,4,1,1,2,1,12,2,,2,2366.15893554688
"H38305-04-01",3,16,10,1,15,14,14,14,1,5,5,0,7,1,2,3400,"P38305-002","P38305-003",,1,4,1,1,1,2,15,2,,1,2366.15893554688
"H38308-04-01",3,16,10,2,15,14,14,14,1,30,15,1,6,2,,,"P38308-001",,,2,4,1,1,2,2,13,2,,1,2366.15893554688
"H38309-04-01",1,16,11,2,15,14,14,16,1,50,10,1,5,2,,,"P38309-001","P38309-003",,1,4,1,1,1,2,13,2,,1,2366.15893554688
"H38310-04-01",3,16,10,1,15,14,14,14,6,20,20,0.400000005960464,5,2,,,"P38310-002","P38310-005",,2,4,1,1,2,2,13,2,,1,2366.15893554688
"H38401-04-01",3,16,10,1,15,14,14,14,2,18,3,0,7,1,2,1000,"P38401-002",,,1,4,1,1,1,2,15,2,,1,2472.08251953125
"H38402-04-01",3,16,10,1,15,14,14,14,1,20,5,0.400000005960464,2,1,2,2000,"P38402-001","Z01","Z02",1,4,2,1,1,1,13,1,2,1,2472.08251953125
"H38403-04-01",3,16,10,1,15,14,14,14,6,50,30,1,3,2,,,"P38403-002",,,1,4,1,1,2,5,13,1,1,1,2472.08251953125
"H38404-04-01",3,16,10,3,15,14,14,14,1,10,0,0.300000011920929,10,1,2,2000,"P38404-004","P38404-005","P38404-005",1,4,1,1,1,1,13,2,,1,2472.08251953125
"H38405-04-01",3,16,10,3,15,14,14,14,1,40,60,1,5,2,,,"P38405-002","P38405-003","P38405-005",1,4,1,1,2,2,13,2,,1,2472.08251953125
"H38406-04-01",1,16,10,1,15,14,14,14,6,10,8,0.200000002980232,3,1,2,1000,"P38406-001","P38406-002",,1,4,1,1,1,5,15,2,,1,2472.08251953125
"H38407-04-01",1,16,10,3,15,14,14,14,1,15,0,0.300000011920929,20,1,2,1000,"P38407-006","P38407-005","P38407-002",1,4,1,1,1,2,13,2,,1,2472.08251953125
"H38408-04-01",3,16,10,1,15,14,14,14,1,10,10,0.300000011920929,3,2,,,"P38408-002","P38408-001",,2,4,1,1,2,1,13,1,1,1,2472.08251953125
"H38409-04-01",3,16,12,1,15,14,14,14,6,20,8,0.200000002980232,1,2,,,"P38409-001",,,1,4,2,1,9,5,17,,,,2472.08251953125
"H38410-04-01",1,10,10,3,10,13,13,14,6,10,5,0.200000002980232,10,1,2,1000,"P38410-002","P38410-003","P38410-004",1,4,1,1,1,2,15,1,1,1,2472.08251953125
"H38501-04-01",3,10,10,2,15,14,14,16,1,20,30,0.899999976158142,10,2,,,"P38501-001","P38501-003","P38501-002",1,4,2,2,1,1,17,,,,326.926422119141
"H38502-04-01",3,10,10,2,15,14,14,17,1,10,1,0,5,2,,,"P38502-001","P38502-005","P38502-002",9,4,4,2,2,1,15,1,2,1,326.926422119141
"H38503-04-01",3,10,10,3,15,14,14,17,1,40,0,0.100000001490116,10,2,,,"P38503-001","P38503-001","P38503-004",2,4,8,1,2,1,15,2,,1,326.926422119141
"H38504-04-01",3,10,10,1,15,14,14,16,1,4,30,0.600000023841858,10,2,,,"P38504-002","P38504-001",,1,4,2,2,2,1,17,,,,326.926422119141
"H38505-04-01",3,10,10,4,15,14,14,14,6,5,5,0,5,2,,,"P38505-002","P38505-006","P38505-009",2,3,1,1,2,5,15,1,4,1,326.926422119141
"H38506-04-01",3,16,10,2,15,16,14,15,,15,6,0.0399999991059303,5,2,,,"P38506-002",,,1,4,2,2,,2,13,1,3,1,326.926422119141
"H38507-04-01",3,10,10,2,15,14,14,16,2,15,4,1,8,2,,,"P38507-002","P38507-005","P38507-006",1,4,1,1,2,2,15,2,,1,326.926422119141
"H38508-04-01",3,10,10,3,15,16,14,15,,10,5,0.0299999993294477,10,2,,,"P38508-003","Z04",,1,4,1,1,,2,13,1,1,1,326.926422119141
"H38509-04-01",3,10,10,2,15,14,14,15,,10,5,0.200000002980232,14,1,2,2000,"P38509-001","P38509-002","P38509-004",1,4,1,1,,2,15,1,3,1,326.926422119141
"H38510-04-01",3,10,10,2,15,14,14,15,,15,5,0.200000002980232,10,2,,,"P38510-002",,,1,4,1,1,,2,15,1,3,1,326.926422119141
"H38601-04-01",3,10,10,3,15,12,14,14,1,20,180,0.5,10,2,,,"P38601-001","P38601-002","P38601-003",1,4,1,1,2,2,15,1,1,1,3881.62280273438
"H38602-04-01",3,10,10,4,15,14,14,14,6,15,150,0.5,20,1,2,1000,"P38602-002","P38602-005",,1,4,1,1,1,2,13,2,,1,3881.62280273438
"H38603-04-01",3,10,10,2,15,12,14,14,6,20,60,0.400000005960464,10,1,2,1000,"P38603-002","P38603-003",,1,4,1,1,2,1,15,1,2,1,3881.62280273438
"H38604-04-01",3,10,10,1,15,14,14,14,6,30,5,1,10,1,2,2000,"P38604-002",,,1,4,1,1,2,1,17,,,,3881.62280273438
"H38605-04-01",3,10,10,2,15,12,14,14,5,60,30,1,10,1,2,1000,"P38605-001","P38605-002","P38605-003",1,4,1,1,1,2,13,1,5,1,3881.62280273438
"H38606-04-01",3,10,10,2,15,12,14,14,1,6,4,0.600000023841858,4,1,2,1000,"P38606-002","P38606-003","P38606-001",1,4,1,1,1,2,17,,,,3881.62280273438
"H38607-04-01",3,10,10,2,15,12,14,14,1,10,2,1,10,1,2,1000,"P38607-002","P38607-003","P38607-004",1,4,1,1,1,5,13,1,2,1,3881.62280273438
"H38608-04-01",3,10,10,1,15,14,14,14,6,60,70,0.699999988079071,8,1,2,1000,"P38608-002",,,1,4,1,1,1,2,15,1,2,1,3881.62280273438
"H38609-04-01",3,10,10,1,15,14,14,14,96,10,5,0.0299999993294477,2,1,2,1000,"P38609-001",,,1,4,8,1,1,2,15,1,3,1,3881.62280273438
"H38610-04-01",3,10,10,1,15,12,14,14,6,30,10,0.800000011920929,2,1,2,1000,"P38610-001",,,1,4,1,1,1,1,15,1,2,1,3881.62280273438
"H38701-04-01",3,15,10,4,10,12,14,14,6,4,30,0.0500000007450581,20,1,1,2000,"P38701-002","P38701-006",,1,4,1,1,2,2,13,1,2,1,1116.73669433594
"H38702-04-01",3,10,10,3,15,14,14,14,6,12,60,0.200000002980232,5,1,1,1000,"P38702-001","P38702-002","P38702-003",1,4,1,1,2,2,15,1,2,1,1116.73669433594
"H38703-04-01",3,10,10,2,15,14,14,14,1,40,30,1,10,1,2,2200,"P38703-002","Z01","Z04",1,4,2,2,1,2,13,1,1,1,1116.73669433594
"H38704-04-01",3,10,10,1,15,14,14,14,1,60,25,1,10,1,2,2200,"P38704-002","Z04","Z04",1,4,1,1,1,2,13,1,1,1,1116.73669433594
"H38705-04-01",3,10,10,4,10,11,10,14,6,20,90,0.5,10,2,,,"P38705-001","P38705-003","Z04",1,4,1,2,2,2,12,1,2,1,1116.73669433594
"H38706-04-01",3,10,10,2,15,12,14,11,,,,,4,2,,,,,,1,4,1,1,,5,13,1,3,1,1116.73669433594
"H38707-04-01",3,10,10,1,15,14,14,12,6,5,2,0.0199999995529652,1,1,1,1500,"Z02","Z01","Z04",9,4,1,1,1,5,13,1,5,1,1116.73669433594
"H38708-04-01",3,10,10,1,15,14,14,12,6,10,5,0.0299999993294477,5,1,1,1500,"P38708-001",,,9,4,2,2,1,5,13,1,1,1,1116.73669433594
"H38709-04-01",3,10,10,1,15,14,14,12,6,5,2,0.0500000007450581,2,1,1,2000,"Z02","Z04",,9,4,1,1,1,3,15,2,,1,1116.73669433594
"H38710-04-01",3,10,10,3,15,12,14,12,1,6,2,0.300000011920929,10,1,1,3000,"P38710-002","P38710-003","P38710-004",1,4,1,1,1,5,15,2,,1,1116.73669433594
"H38801-04-01",3,10,10,4,15,14,14,16,1,8,5,0.800000011920929,20,2,,,"P38801-002","P38801-003","P38801-004",9,4,1,1,1,1,13,2,,1,2706.57373046875
"H38802-04-01",3,10,10,2,15,14,14,16,1,8,6,0.800000011920929,20,2,,,"P38802-001","P38802-003","P38802-002",2,4,2,2,1,2,17,,,,2706.57373046875
"H38803-04-01",3,10,10,2,10,12,14,14,6,35,3,0.800000011920929,5,2,,,"P38803-004","P38803-002","P38803-001",1,4,1,2,2,2,13,2,,1,2706.57373046875
"H38804-04-01",3,10,10,3,10,12,13,15,,30,2,0.5,10,2,,,"P38804-002","P38804-007","P38804-010",1,4,2,2,,1,15,2,,1,2706.57373046875
"H38805-04-01",3,10,10,2,15,14,14,15,,12,0,0.0500000007450581,10,2,,,"P38805-004","P38805-002",,1,4,2,1,,1,13,2,,1,2706.57373046875
"H38806-04-01",3,10,10,2,15,14,14,15,,40,2,0.400000005960464,3,2,,,"P38806-003","P38806-001",,1,4,2,1,,5,13,2,,1,2706.57373046875
"H38807-04-01",3,10,10,2,10,12,14,15,,20,2,0.025000000372529,10,2,,,"P38807-002","P38807-003","P38807-004",1,4,2,1,,5,13,1,1,1,2706.57373046875
"H38808-04-01",3,10,10,3,15,14,14,15,,8,6,0.5,10,2,,,"P38808-001","P38808-002","P38808-004",1,4,2,2,,2,13,2,,1,2706.57373046875
"H38809-04-01",3,10,10,1,15,12,14,16,1,16,4,0.899999976158142,5,2,,,"P38809-002",,,2,4,2,1,1,8,13,1,2,1,2706.57373046875
"H38901-04-01",3,13,15,1,10,12,13,12,96,3,10,0.200000002980232,10,1,1,10000,"P38901-001","P38901-002",,1,4,2,2,2,2,11,1,10,1,959.520629882813
"H38902-04-01",3,10,16,1,10,12,13,12,5,12,120,0.100000001490116,2,1,1,18000,"P38902-001",,,1,2,2,1,1,2,12,1,14,1,959.520629882813
"H38903-04-01",1,11,12,1,10,11,13,12,6,30,10,0.5,2,2,,,"P38903-001","P38903-002",,1,2,2,1,2,1,12,1,10,3,959.520629882813
"H38904-04-01",3,15,15,1,10,12,13,12,5,2,30,0.25,5,1,1,2000,"Z04",,,2,2,2,1,2,2,12,1,3,1,959.520629882813
"H38905-04-01",1,11,10,1,10,11,10,11,,,,,10,1,2,28000,,,,2,2,1,1,,5,11,2,,3,959.520629882813
"H38906-04-01",2,10,15,2,10,16,14,12,96,10,5,0.200000002980232,20,1,1,28000,"P38906-002",,,1,3,1,1,2,2,17,,,,959.520629882813
"H38907-04-01",3,10,10,6,10,12,13,11,,,,,10,1,1,50000,,,,2,1,5,1,,5,11,2,,2,959.520629882813
"H38908-04-01",3,15,16,1,10,12,13,12,2,20,7,0.200000002980232,1,1,1,6000,"P38908-001",,,1,1,2,1,2,2,17,,,,959.520629882813
"H38909-04-01",3,15,16,1,10,12,13,12,6,10,60,0.100000001490116,2,1,1,12000,"P38909-002",,,1,1,2,1,1,3,17,,,,959.520629882813
"H38910-04-01",3,15,16,1,10,17,13,12,6,10,7,0.200000002980232,3,1,1,12000,"P38910-001",,,9,4,2,1,1,2,17,,,,959.520629882813
"H39001-04-01",3,16,10,1,15,16,14,14,1,4,7,0.300000011920929,10,2,,,"P39001-002","P39001-003",,1,4,2,2,2,2,17,,,,1330.84216308594
"H39002-04-01",3,10,10,2,15,12,14,14,6,13,20,0.400000005960464,15,1,2,1000,"P39002-002","P39002-003","P39002-005",2,4,1,1,2,1,13,1,1,1,1330.84216308594
"H39003-04-01",3,10,10,4,15,12,14,14,6,15,3,0.0299999993294477,10,1,2,1000,"P39003-005","P39003-002","P39003-003",1,4,1,1,1,5,12,1,2,1,1330.84216308594
"H39004-04-01",3,10,10,1,15,14,14,14,1,6,7,0.600000023841858,10,2,,,"P39004-001",,,9,4,2,2,2,1,17,,,,1330.84216308594
"H39005-04-01",3,10,10,2,15,12,14,14,6,15,25,0.400000005960464,10,1,2,1000,"P39005-001","P39005-002",,2,4,2,1,2,1,13,1,3,1,1330.84216308594
"H39006-04-01",3,10,10,1,15,14,14,14,6,1,1,0,5,1,2,1000,"P39006-001",,,1,3,1,1,2,5,13,1,1,3,1330.84216308594
"H39007-04-01",3,10,10,2,15,12,14,14,1,16,5,0.899999976158142,7,2,,,"P39007-001","Z02",,1,4,2,1,2,2,13,2,,1,1330.84216308594
"H39008-04-01",3,10,10,3,15,12,14,14,6,2,5,0.00999999977648258,10,1,2,1000,"P39008-001","P39008-002","P39008-004",1,4,1,1,2,5,13,1,1,3,1330.84216308594
"H39009-04-01",3,10,10,2,15,12,14,14,6,12,10,0.0399999991059303,5,1,2,1000,"P39009-001","P39009-005",,1,4,2,2,2,5,13,2,,1,1330.84216308594
"H39010-04-01",3,10,10,1,15,14,14,14,96,6,5,0.0299999993294477,1.5,1,2,1000,"P39010-001",,,1,4,1,1,2,5,13,1,2,1,1330.84216308594
"H39101-04-01",3,10,10,1,15,14,14,14,1,10,10,0.200000002980232,10,1,1,500,"P39101-002",,,1,4,1,1,3,1,15,1,1,1,3899.56103515625
"H39102-04-01",3,16,10,3,15,16,14,14,1,30,20,0.699999988079071,5,1,1,500,"P39102-002","P39102-003",,1,4,1,1,2,1,13,2,,1,3899.56103515625
"H39103-04-01",3,10,10,3,15,14,14,14,96,45,30,0.5,15,1,2,1000,"P39103-004","P39103-007","P39103-005",1,4,1,1,1,2,12,2,,1,3899.56103515625
"H39104-04-01",3,10,10,1,15,14,14,14,1,30,15,0.0399999991059303,7,1,2,500,"P39104-002",,,1,4,1,1,2,2,13,2,,1,3899.56103515625
"H39105-04-01",3,10,10,1,15,14,14,14,5,6,8,0.600000023841858,10,1,2,500,"P39105-001","Z02",,1,4,2,2,2,2,17,,,,3899.56103515625
"H39106-04-01",3,16,10,3,15,16,14,14,2,5,4,0.600000023841858,8,1,2,1000,"P39106-002","P39106-005","P39106-006",1,4,1,1,2,2,15,2,,1,3899.56103515625
"H39107-04-01",3,10,10,2,15,14,14,14,2,8,7,0.899999976158142,5,1,2,1000,"P39107-002",,,1,4,1,1,1,2,13,1,1,1,3899.56103515625
"H39109-04-01",3,10,10,1,15,12,13,14,6,5,60,0.00999999977648258,2,1,2,1000,"P39109-002",,,1,3,2,1,2,2,15,1,1,1,3899.56103515625
"H39110-04-01",3,10,10,1,15,14,14,14,6,10,60,0.0299999993294477,2,1,2,500,"P39110-001","Z04",,1,4,2,2,2,5,13,1,1,1,3899.56103515625
"H39301-04-01",3,16,10,1,15,14,14,14,6,12,5,0.5,2,2,,,"P39301-002",,,1,4,1,1,2,8,13,1,1,1,2549.3349609375
"H39302-04-01",3,16,10,1,15,14,14,14,5,10,0,0,7,1,2,500,"P39302-002","P39302-001","P39302-003",1,4,1,1,1,5,17,,,,2549.3349609375
"H39303-04-01",3,16,10,2,15,16,14,16,1,50,10,3,2,2,,,"P39303-001",,,2,4,1,1,2,1,17,,,,2549.3349609375
"H39304-04-01",3,16,10,2,15,14,14,14,1,20,4,0.5,20,1,2,1000,"P39304-002","P39304-003","P39304-005",1,4,1,1,1,2,17,,,,2549.3349609375
"H39305-04-01",3,16,10,2,15,14,14,14,1,20,5,0.200000002980232,6,1,2,1000,"P39305-002","P39305-004","P39305-005",1,4,1,1,1,1,13,1,1,1,2549.3349609375
"H39307-04-01",3,16,10,1,15,14,14,14,6,10,25,0.200000002980232,10,2,,,"P39307-004","P39307-002",,1,4,1,1,2,2,17,,,,2549.3349609375
"H39308-04-01",1,16,11,1,15,14,14,14,6,5,0,0,3,2,,,"P39308-002",,,2,4,8,1,9,5,15,1,2,1,2549.3349609375
"H39309-04-01",1,16,10,3,15,14,14,14,1,30,0,1,10,1,2,1000,"P39309-002","P39309-004","P39309-003",1,4,1,1,1,2,17,,,,2549.3349609375
"H39310-04-01",1,16,10,2,15,14,14,14,1,10,5,0.200000002980232,10,1,2,500,"P39310-003","P39310-002","P39310-005",1,4,1,1,1,2,13,1,5,1,2549.3349609375
"H39401-04-01",3,16,10,4,15,14,14,14,5,25,10,0.5,10,2,,,"P39401-003","P39401-002","P39401-005",1,4,1,1,1,2,17,,,,911.797973632813
"H39402-04-01",3,16,12,1,15,14,14,14,5,10,5,0.5,5,2,,,"P39402-001","P39402-002","P39402-003",1,4,1,1,1,2,12,1,,1,911.797973632813
"H39403-04-01",3,16,11,1,15,14,14,14,5,20,15,0.300000011920929,5,2,,,"P39403-002","P39403-001",,1,4,2,1,2,2,17,,,,911.797973632813
"H39404-04-01",1,16,10,1,15,14,14,14,5,30,8,0.400000005960464,5,2,,,"P39404-001","P39404-003","P39404-002",1,4,1,1,2,2,17,,,,911.797973632813
"H39405-04-01",3,10,10,2,15,11,13,14,6,30,15,1,20,1,2,2000,"P39405-001","P39405-009","P39405-007",1,4,1,1,2,2,13,2,,3,911.797973632813
"H39406-04-01",3,16,10,2,15,14,14,14,96,5,5,0.400000005960464,15,2,,,"P39406-001","P39406-004","P39406-006",9,4,1,1,2,2,13,2,,1,911.797973632813
"H39407-04-01",3,16,10,1,15,14,14,14,6,20,5,0.200000002980232,10,1,2,1000,"P39407-004","P39407-005","P39407-006",1,4,2,1,1,5,12,1,4,1,911.797973632813
"H39408-04-01",3,16,10,2,15,14,14,12,6,10,0,0.200000002980232,5,2,,,"P39408-001","P39408-005",,2,4,1,1,1,5,12,2,,1,911.797973632813
"H39409-04-01",1,16,10,2,15,14,14,12,6,40,8,0.400000005960464,20,1,2,1000,"P39409-001","P39409-003","P39409-007",1,4,1,1,1,2,12,2,,3,911.797973632813
"H39410-04-01",1,16,10,1,15,12,13,14,6,15,8,0.00999999977648258,20,1,2,30000,"P39410-002","P39410-006","P39410-008",1,4,1,1,1,5,12,2,,3,911.797973632813
"H39501-04-01",3,11,10,5,10,14,14,15,,60,0,1,20,2,,,"P39501-002","P39501-006","P39501-005",1,4,1,1,,1,13,2,,1,1220.53100585938
"H39502-04-01",3,16,10,1,15,14,14,15,,20,5,1,3,2,,,"P39502-001","P39502-003",,1,4,1,1,,1,17,,,,1220.53100585938
"H39503-04-01",3,16,10,3,15,14,14,15,,25,5,1,20,2,,,"P39503-003","P39503-004","P39503-005",1,4,1,1,,2,15,2,,1,1220.53100585938
"H39504-04-01",3,16,10,1,15,14,14,16,1,25,5,1,3,2,,,"P39504-002","P39504-001",,1,4,1,1,3,2,14,1,2,1,1220.53100585938
"H39505-04-01",3,10,10,2,10,14,14,15,,60,30,3,10,2,,,"P39505-007","P39505-008","P39505-009",1,4,1,1,,1,13,2,,1,1220.53100585938
"H39506-04-01",3,10,10,3,10,12,14,15,,20,2,0.300000011920929,10,2,,,"P39506-001","P39506-002","P39506-006",2,4,1,2,,5,15,2,,1,1220.53100585938
"H39507-04-01",1,16,10,3,15,14,14,15,,20,5,0.5,10,2,,,"P39507-001","P39507-002","P39507-005",2,4,1,1,,2,13,2,,1,1220.53100585938
"H39509-04-01",3,10,10,2,10,12,14,15,,25,2,0.300000011920929,5,2,,,"P39509-002","P39509-004",,2,4,1,1,,5,13,2,,1,1220.53100585938
"H39510-04-01",1,16,10,1,15,14,14,15,,35,15,1,10,2,,,"P39510-002",,,2,4,1,1,,2,15,1,2,1,1220.53100585938
"H39601-04-01",1,16,10,2,15,16,14,14,96,50,30,5,5,2,,,"P39601-002","P39601-003","P39601-001",9,4,2,1,3,2,17,,,,1151.29089355469
"H39602-04-01",3,16,10,1,15,16,14,14,2,50,30,1,3,1,2,1000,"P39602-001","P39602-002","P39602-003",2,4,2,1,2,2,17,,,,1151.29089355469
"H39603-04-01",1,16,10,4,15,16,14,17,2,60,7,1,20,2,,,"P39603-004","P39603-005","P39603-008",2,4,2,2,2,1,17,,,,1151.29089355469
"H39604-04-01",3,16,10,2,15,16,14,14,5,20,10,3,15,1,2,500,"P39604-002","P39604-003",,1,2,1,1,2,2,17,,,,1151.29089355469
"H39605-04-01",3,16,10,1,15,16,14,14,2,30,30,1,3,1,2,1000,"P39605-002","P39605-003","P39605-004",1,4,2,1,2,2,17,,,,1151.29089355469
"H39606-04-01",1,16,10,1,15,16,14,14,6,80,8,1,5,1,2,1000,"P39606-002","P39606-001","P39606-003",1,4,1,1,1,1,17,,,,1151.29089355469
"H39607-04-01",3,16,10,2,15,16,14,14,5,10,20,2,10,1,2,1000,"P39607-001","P39607-002",,1,4,2,2,2,2,17,,,,1151.29089355469
