"HHID","ACrop2_ID","parcelID","plotID","cropID","cropID_other","a4bq6_1","a4bq7","a4bq8","a4bq9","a4bq9_1","a4bq9_2","a4bq16","a4bq11a","a4bq11b","a4bq12a","a4bq12b","a4bq13","a4bq14","a4bq10","a4bq15","hh","wgt_X"
366100401,6,4,5,630,,36610002,1,1,,5,13,2,,,,,,,,,"H36610-04-01",2500.58227539063
366100401,7,6,6,630,,36610002,1.5,1,,8,14,2,,,,,,,,,"H36610-04-01",2500.58227539063
367010401,1,1,1,130,,36701002,0.200000002980232,2,60,8,14,1,3,1,4,,1,,2,,"H36701-04-01",1059.42810058594
367010401,2,1,1,210,,36701002,0.200000002980232,2,40,8,14,1,5,1,10,,1,,2,,"H36701-04-01",1059.42810058594
367010401,4,1,2,811,,36701002,0.300000011920929,2,80,99,1,2,,,,,,,,,"H36701-04-01",1059.42810058594
367010401,3,1,2,744,,36701002,0.300000011920929,2,20,99,9,2,,,,,,,,,"H36701-04-01",1059.42810058594
367010401,6,2,3,210,,36701002,1.5,2,8,8,14,1,20,1,30,1,1,,2,,"H36701-04-01",1059.42810058594
367010401,5,2,3,130,,36701002,1.5,2,60,8,14,1,5,1,5,1,1,,2,,"H36701-04-01",1059.42810058594
367010401,7,3,4,620,,36701002,0.5,1,,9,14,1,6,66,,,1,,2,,"H36701-04-01",1059.42810058594
367050401,1,1,1,741,,36705002,1,1,,6,14,1,41,99,,,1,,2,,"H36705-04-01",1059.42810058594
367050401,3,1,2,130,,36705002,1,2,70,8,14,1,2,1,5,,1,,1,6000,"H36705-04-01",1059.42810058594
367050401,2,1,2,210,,36705002,1,2,30,8,14,1,7,1,16,1,1,,1,10500,"H36705-04-01",1059.42810058594
367050401,4,2,3,130,,36705002,1,1,,8,14,1,5,1,,,1,,1,15000,"H36705-04-01",1059.42810058594
367050401,6,3,4,630,,36705002,1,1,,9,14,1,2,11,,,1,,2,,"H36705-04-01",1059.42810058594
367050401,8,3,5,130,,36705002,1,2,50,8,14,1,3,1,6,,1,,2,,"H36705-04-01",1059.42810058594
367050401,7,3,5,210,,36705002,1,2,50,8,14,1,6,1,10,1,1,,2,,"H36705-04-01",1059.42810058594
367050401,5,3,6,310,,36705002,1,1,,8,14,1,17,1,,,1,,1,23400,"H36705-04-01",1059.42810058594
367060401,1,1,1,811,,36706001,0.200000002980232,1,,99,1,2,,,,,,,,,"H36706-04-01",1059.42810058594
367060401,2,1,2,130,,36706001,0.800000011920929,1,,8,14,1,3,1,,,1,,2,,"H36706-04-01",1059.42810058594
367060401,3,2,3,630,,36706001,0.125,2,30,8,14,2,,,,,,,,,"H36706-04-01",1059.42810058594
367060401,6,2,4,130,,36706001,0.125,2,35,8,14,1,2,1,3,1,1,,2,,"H36706-04-01",1059.42810058594
367060401,5,2,4,210,,36706001,0.125,2,35,8,14,1,4,1,5,1,1,,2,,"H36706-04-01",1059.42810058594
367070401,1,1,1,130,,36707002,0.200000002980232,1,,8,14,1,3,1,,,1,,2,,"H36707-04-01",1059.42810058594
367070401,2,1,2,620,,36707002,0.0500000007450581,1,,9,14,1,4,66,,,1,,2,,"H36707-04-01",1059.42810058594
367070401,4,2,3,630,,36707002,0.5,2,40,8,14,1,2,10,3,10,1,,2,,"H36707-04-01",1059.42810058594
367070401,3,2,3,130,,36707002,0.5,2,60,8,14,1,2,1,3,1,1,,2,,"H36707-04-01",1059.42810058594
367080401,1,1,1,620,,36708001,0.699999988079071,1,,8,14,2,,,,,,,,,"H36708-04-01",1059.42810058594
367080401,2,2,2,130,,36708001,1,2,70,8,14,1,4,1,9,1,1,,2,,"H36708-04-01",1059.42810058594
367080401,3,2,2,210,,36708001,1,2,30,8,14,1,10,1,17,1,1,,2,,"H36708-04-01",1059.42810058594
367090401,1,1,1,620,,36709002,0.100000001490116,1,,10,14,1,5,66,,,1,,2,,"H36709-04-01",1059.42810058594
367090401,2,1,2,130,,36709002,0.200000002980232,1,,8,14,1,2,1,,,1,,2,,"H36709-04-01",1059.42810058594
367090401,3,1,3,150,,36709002,0.100000001490116,1,,8,14,1,3,1,,,1,,2,,"H36709-04-01",1059.42810058594
367090401,4,1,4,630,,36709002,0.100000001490116,1,,5,14,2,,,,,,,,,"H36709-04-01",1059.42810058594
367100401,1,1,1,210,,36710002,0.5,2,40,8,14,1,5,1,10,,1,,2,,"H36710-04-01",1059.42810058594
367100401,3,1,1,630,,36710002,0.5,2,,3,14,2,,,,,,,,,"H36710-04-01",1059.42810058594
367100401,2,1,1,130,,36710002,0.5,2,50,8,14,1,3,1,3,,1,,,,"H36710-04-01",1059.42810058594
368030401,1,1,1,630,,36803001,3,1,,3,14,2,,,,,,,,,"H36803-04-01",2047.62976074219
368030401,2,2,2,210,,36803001,2,2,40,8,14,1,16,1,30,1,1,,2,,"H36803-04-01",2047.62976074219
368030401,3,2,2,130,,36803001,2,2,60,8,14,1,4,1,4,1,2,1,1,12000,"H36803-04-01",2047.62976074219
368040401,1,1,1,130,,36804001,2,2,60,8,14,1,10,1,15,1,2,1,2,,"H36804-04-01",2047.62976074219
368040401,2,1,1,210,,36804001,2,2,40,8,14,1,40,1,50,1,1,,2,,"H36804-04-01",2047.62976074219
368070401,2,1,1,210,,36807002,1.5,2,50,8,14,1,30,1,50,1,1,,1,30000,"H36807-04-01",2047.62976074219
368070401,1,1,1,130,,36807002,1.5,2,50,8,14,1,1,22,1,22,1,,1,7200,"H36807-04-01",2047.62976074219
369010401,4,1,1,620,,36901001,0.800000011920929,2,20,7,14,2,,,,,,,,,"H36901-04-01",1252.86779785156
369010401,5,1,1,210,,36901001,0.800000011920929,2,20,8,14,1,3.5,1,7,1,1,,2,,"H36901-04-01",1252.86779785156
369010401,1,1,1,741,,36901001,0.800000011920929,2,20,8,14,1,30,85,60,85,1,,2,,"H36901-04-01",1252.86779785156
369010401,3,1,1,130,,36901001,0.800000011920929,2,20,8,14,1,1,1,2,1,1,,2,,"H36901-04-01",1252.86779785156
369010401,2,1,1,811,,36901001,0.800000011920929,2,20,7,1,2,,,,,,,,,"H36901-04-01",1252.86779785156
369020401,2,1,1,130,,36902001,1,2,50,8,14,1,3,1,3,1,1,,2,,"H36902-04-01",1252.86779785156
369020401,3,1,1,630,,36902001,1,2,20,2,14,2,,,,,,,,,"H36902-04-01",1252.86779785156
369020401,1,1,1,210,,36902001,1,2,30,8,14,1,6,1,10,1,1,,2,,"H36902-04-01",1252.86779785156
369020401,4,1,2,620,,36902001,0.25,1,,3,14,2,,,,,,,,,"H36902-04-01",1252.86779785156
369020401,5,1,3,741,,36902001,0.25,2,30,99,1,2,,,,,,,,,"H36902-04-01",1252.86779785156
369020401,6,1,3,811,,36902001,0.25,2,70,99,1,2,,,,,,,,,"H36902-04-01",1252.86779785156
369030401,1,1,1,510,,36903001,2,1,,5,13,2,,,,,,,,,"H36903-04-01",1252.86779785156
369030401,2,2,2,640,,36903001,0.699999988079071,1,,9,14,2,,,,,,,,,"H36903-04-01",1252.86779785156
369030401,4,2,3,130,,36903001,0.699999988079071,2,60,8,14,1,,,,,,,,,"H36903-04-01",1252.86779785156
369030401,3,2,3,210,,36903001,0.699999988079071,2,40,8,14,1,,,,,,,,,"H36903-04-01",1252.86779785156
369040401,1,1,1,630,,36904001,1,1,,3,14,2,,,,,,,,,"H36904-04-01",1252.86779785156
369040401,2,1,2,620,,36904001,0.25,1,,3,14,2,,,,,,,,,"H36904-04-01",1252.86779785156
369050401,1,1,1,620,,36905002,0.200000002980232,1,,8,14,2,,,,,,,,,"H36905-04-01",1252.86779785156
369050401,2,1,2,130,,36905002,0.200000002980232,1,,9,14,1,3,1,,,1,,2,,"H36905-04-01",1252.86779785156
369070401,1,1,1,741,,36907002,0.5,1,,2,14,1,50,85,,,1,,2,,"H36907-04-01",1252.86779785156
369070401,2,1,2,630,,36907002,0.300000011920929,1,,2,14,1,2,22,,,1,,2,,"H36907-04-01",1252.86779785156
369070401,3,1,3,130,,36907002,0.200000002980232,2,70,8,14,1,4,1,6,1,1,,2,,"H36907-04-01",1252.86779785156
369070401,4,1,3,210,,36907002,0.200000002980232,2,30,8,14,1,6,1,9,1,1,,2,,"H36907-04-01",1252.86779785156
369080401,1,1,1,630,,36908001,2,1,,3,14,2,,,,,,,,,"H36908-04-01",1252.86779785156
369080401,2,2,2,420,,36908001,1,1,,6,14,2,,,,,,,,,"H36908-04-01",1252.86779785156
369080401,4,2,3,130,,36908001,1,2,50,9,14,1,10,1,15,1,1,,2,,"H36908-04-01",1252.86779785156
369080401,3,2,3,210,,36908001,1,2,50,9,14,1,20,1,25,1,1,,2,,"H36908-04-01",1252.86779785156
370030401,1,1,1,130,,37003002,0.600000023841858,1,,8,14,1,5,1,,,1,,2,,"H37003-04-01",3347.30493164063
370040401,1,1,1,630,,37004002,5,2,20,4,14,1,2,11,5,11,1,,2,,"H37004-04-01",3347.30493164063
370040401,2,1,1,130,,37004002,0.5,2,30,8,14,1,2,1,3,1,1,,2,,"H37004-04-01",3347.30493164063
370040401,3,1,1,210,,37004002,0.5,2,50,8,14,1,6,1,10,1,1,,2,,"H37004-04-01",3347.30493164063
370050401,1,1,1,210,,37005002,0.300000011920929,2,10,8,14,1,8,1,12,1,1,,2,,"H37005-04-01",3347.30493164063
370050401,2,1,1,130,,37005002,0.300000011920929,2,30,8,14,1,2,1,6,1,1,,2,,"H37005-04-01",3347.30493164063
370050401,3,1,1,310,,37005002,0.300000011920929,2,60,8,14,1,4,1,8,1,1,,2,,"H37005-04-01",3347.30493164063
370060401,1,2,1,741,,37006002,0.270000010728836,1,,10,14,2,,,,,,,,,"H37006-04-01",3347.30493164063
370090401,4,2,1,310,,37009001,2.75,2,5,8,14,1,4,10,100,1,1,,2,,"H37009-04-01",3347.30493164063
370090401,3,2,1,210,,37009001,2.75,2,25,8,14,1,24,1,50,1,1,,2,,"H37009-04-01",3347.30493164063
370090401,1,2,1,510,,37009002,2.75,2,60,8,14,1,,,,,,,,,"H37009-04-01",3347.30493164063
370090401,2,2,1,130,,37009001,2.75,2,10,8,14,1,12,1,30,,1,,2,,"H37009-04-01",3347.30493164063
370090401,5,2,2,620,,37009001,0.25,1,,10,14,1,6,66,,,1,,2,,"H37009-04-01",3347.30493164063
371010401,1,1,1,630,,37101001,0.5,1,,4,14,1,4,10,,,1,,2,,"H37101-04-01",1267.58740234375
371020401,1,1,1,630,,37102001,1,1,,5,13,2,,,,,,,,,"H37102-04-01",1267.58740234375
371020401,2,1,2,630,,37102001,0.5,1,,7,14,1,3,66,,,1,,2,,"H37102-04-01",1267.58740234375
371040401,1,2,1,630,,37104001,1,1,,4,14,1,2.5,10,,,1,,1,15000,"H37104-04-01",1267.58740234375
371050401,1,1,1,630,,37105001,1,1,,,,,,,,,,,,,"H37105-04-01",1267.58740234375
371050401,2,1,2,630,,37105001,1,1,,4,14,1,4,10,,,1,,2,,"H37105-04-01",1267.58740234375
371080401,1,1,1,630,,37108001,0.5,1,,4,13,1,3,10,,,1,,2,,"H37108-04-01",1267.58740234375
371080401,2,1,2,630,,37108001,1,1,,8,14,1,5,66,,,1,,1,25000,"H37108-04-01",1267.58740234375
371100401,1,1,1,630,,37110001,1,1,,5,14,2,,,,,,,,,"H37110-04-01",1267.58740234375
372010401,2,1,1,630,,37201002,0.25,2,20,2,14,2,,,,,,,,,"H37201-04-01",2853.9248046875
372010401,3,1,1,811,,37201002,0.25,2,30,4,1,2,,,,,,,,,"H37201-04-01",2853.9248046875
372010401,1,1,1,741,,37201002,0.25,2,50,4,1,2,,,,,,,,,"H37201-04-01",2853.9248046875
372010401,4,2,2,210,,37201002,0.25,1,,7,14,1,18,1,,,1,,2,,"H37201-04-01",2853.9248046875
372020401,2,1,1,811,,37202002,0.100000001490116,2,60,4,1,2,,,,,,,,,"H37202-04-01",2853.9248046875
372020401,1,1,1,741,,37202002,0.100000001490116,2,40,2,14,2,,,,,,,,,"H37202-04-01",2853.9248046875
372020401,6,2,2,811,,37202002,0.5,2,30,4,1,2,,,,,,,,,"H37202-04-01",2853.9248046875
372020401,5,2,2,630,,37202002,0.5,2,10,3,14,2,,,,,,,,,"H37202-04-01",2853.9248046875
372020401,3,2,2,741,,37202002,0.5,2,40,4,1,2,,,,,,,,,"H37202-04-01",2853.9248046875
372020401,4,2,2,210,,37202002,0.5,2,20,7,14,1,10,1,15,1,2,2,1,10000,"H37202-04-01",2853.9248046875
372030401,1,1,1,741,,37203002,0.25,2,40,4,1,2,,,,,,,,,"H37203-04-01",2853.9248046875
372030401,2,1,1,811,,37203002,0.25,2,60,4,3,2,,,,,,,,,"H37203-04-01",2853.9248046875
372030401,3,2,2,210,,37203002,0.25,1,,7,14,1,5,1,,,1,,2,,"H37203-04-01",2853.9248046875
372030401,4,3,3,210,,37203002,0.25,1,,7,14,1,8,1,,,1,,2,,"H37203-04-01",2853.9248046875
372040401,2,1,1,650,,37204001,0.25,2,20,3,14,2,,,,,,,,,"H37204-04-01",2853.9248046875
372040401,1,1,1,811,,37204001,0.25,2,80,3,1,2,,,,,,,,,"H37204-04-01",2853.9248046875
372040401,3,2,2,890,"Suukuma",37204001,0.25,1,,10,14,2,,,,,,,,,"H37204-04-01",2853.9248046875
372040401,4,3,3,210,,37204001,0.25,1,,8,14,1,,,,,,,,,"H37204-04-01",2853.9248046875
372050401,2,1,1,811,,37205002,0.400000005960464,2,60,3,1,2,,,,,,,,,"H37205-04-01",2853.9248046875
372050401,1,1,1,741,,37205002,0.400000005960464,2,40,4,1,2,,,,,,,,,"H37205-04-01",2853.9248046875
372050401,3,3,2,620,,37205002,0.25,1,,11,14,2,,,,,,,,,"H37205-04-01",2853.9248046875
372060401,2,1,1,811,,37206002,0.25,2,50,1,1,2,,,,,,,,,"H37206-04-01",2853.9248046875
372060401,1,1,1,741,,37206002,0.25,2,50,1,1,2,,,,,,,,,"H37206-04-01",2853.9248046875
372060401,3,2,2,210,,37206002,0.25,1,,7,14,1,14,1,,,1,,2,,"H37206-04-01",2853.9248046875
372070401,2,1,1,811,,37207002,0.25,2,40,99,1,2,,,,,,,,,"H37207-04-01",2853.9248046875
372070401,3,1,1,210,,37207002,0.25,2,20,7,14,1,6,1,8,,1,,1,9000,"H37207-04-01",2853.9248046875
372070401,1,1,1,741,,37207002,0.25,2,40,10,1,2,,,,,,,,,"H37207-04-01",2853.9248046875
372070401,4,2,2,210,,37207002,0.5,1,,7,14,1,10,1,,,1,,1,15000,"H37207-04-01",2853.9248046875
372080401,2,1,1,811,,37208001,0.25,2,60,4,1,2,,,,,,,,,"H37208-04-01",2853.9248046875
372080401,1,1,1,741,,37208001,0.25,2,40,4,12,2,,,,,,,,,"H37208-04-01",2853.9248046875
372090401,3,1,1,811,,37209002,2,2,50,1,1,2,,,,,,,,,"H37209-04-01",2853.9248046875
372090401,2,1,1,744,,37209002,2,2,30,1,1,2,,,,,,,,,"H37209-04-01",2853.9248046875
372090401,1,1,1,741,,37209002,2,2,20,1,1,2,,,,,,,,,"H37209-04-01",2853.9248046875
372090401,4,2,2,741,,37209002,1,2,30,1,1,2,,,,,,,,,"H37209-04-01",2853.9248046875
372090401,5,2,2,811,,37209002,1,2,70,1,1,2,,,,,,,,,"H37209-04-01",2853.9248046875
372090401,6,3,3,410,,37209002,1,1,,10,14,1,20,2,,,2,1,1,36000,"H37209-04-01",2853.9248046875
372100401,4,1,1,811,,37210001,0.119999997317791,2,30,6,9,2,,,,,,,,,"H37210-04-01",2853.9248046875
372100401,1,1,1,741,,37210001,0.119999997317791,2,20,3,9,2,,,,,,,,,"H37210-04-01",2853.9248046875
372100401,2,1,1,744,,37210001,0.119999997317791,2,30,99,8,2,,,,,,,,,"H37210-04-01",2853.9248046875
372100401,5,1,1,630,,37210001,0.119999997317791,2,20,4,14,2,,,,,,,,,"H37210-04-01",2853.9248046875
372100401,3,2,2,410,,37210001,0.25,1,,9,14,1,30,2,,,2,1,1,45000,"H37210-04-01",2853.9248046875
373010401,1,1,1,630,,37301001,0.959999978542328,1,,3,14,1,2,10,,,1,,2,,"H37301-04-01",2367.31103515625
373020401,1,1,1,130,,37302001,1,2,60,3,14,2,,,,,,,,,"H37302-04-01",2367.31103515625
373020401,2,1,1,630,,37302001,1,2,40,4,14,2,,,,,,,,,"H37302-04-01",2367.31103515625
373040401,1,1,1,630,,37304001,2.78999996185303,1,,3,14,1,5,10,,,1,,2,,"H37304-04-01",2367.31103515625
373050401,1,1,1,741,,37305001,1.5,2,20,4,13,1,50,85,100,85,1,,2,,"H37305-04-01",2367.31103515625
373050401,2,2,2,630,,37305001,1,1,,1,14,1,3,66,,,1,,2,,"H37305-04-01",2367.31103515625
373060401,1,1,1,630,,37306001,1,1,,4,14,2,,,,,,,,,"H37306-04-01",2367.31103515625
373060401,2,2,2,630,,37306001,1,1,,5,13,2,,,,,,,,,"H37306-04-01",2367.31103515625
373070401,1,1,1,630,,37307002,0.400000005960464,1,,4,14,1,5,10,,,1,,2,,"H37307-04-01",2367.31103515625
373080401,2,1,1,741,,37308001,1,2,60,7,14,1,,85,50,,1,,2,,"H37308-04-01",2367.31103515625
373080401,1,1,1,630,,37308001,1,2,40,7,14,1,1,11,80,,1,,2,,"H37308-04-01",2367.31103515625
373100401,1,2,1,221,,37310001,3,1,,7,14,1,5,1,,,1,,1,20000,"H37310-04-01",2367.31103515625
373100401,2,2,2,130,,37310001,3,1,,7,14,1,5,1,,,2,1,2,,"H37310-04-01",2367.31103515625
374010401,1,1,1,630,,37401001,0.600000023841858,1,,7,14,2,,,,,,,,,"H37401-04-01",2993.59375
374010401,2,1,2,620,,37401002,0.400000005960464,1,,7,14,2,,,,,,,,,"H37401-04-01",2993.59375
374010401,3,2,3,120,,37401001,0.5,1,,8,14,1,20,1,,,1,,2,,"H37401-04-01",2993.59375
374010401,4,3,4,120,,37401002,0.5,1,,9,14,1,20,1,,,1,,2,,"H37401-04-01",2993.59375
374030401,1,1,1,640,,37403001,0.5,1,,99,1,2,,,,,,,,,"H37403-04-01",2993.59375
374030401,2,1,2,620,,37403001,0.5,1,,9,14,2,,,,,,,,,"H37403-04-01",2993.59375
374030401,3,1,3,130,,37403001,2.5,1,,7,14,1,7,1,,,1,,1,7000,"H37403-04-01",2993.59375
374030401,4,1,4,630,,37403001,0.5,1,,11,12,2,,,,,,,,,"H37403-04-01",2993.59375
374030401,5,2,5,120,,37403001,1,1,,10,14,1,40,1,,,1,,2,,"H37403-04-01",2993.59375
374030401,6,2,6,630,,37403001,0.200000002980232,1,,9,14,2,,,,,,,,,"H37403-04-01",2993.59375
374040401,1,1,1,120,,37404002,2,1,,7,14,1,20,1,,,1,,2,,"H37404-04-01",2993.59375
374040401,2,2,2,120,,37404002,1,1,,7,14,1,10,1,,,1,,2,,"H37404-04-01",2993.59375
374040401,3,5,3,630,,37404002,0.25,1,,5,14,2,,,,,,,,,"H37404-04-01",2993.59375
374050401,1,1,1,120,,37405002,1,1,,8,14,1,36,1,,,1,,2,,"H37405-04-01",2993.59375
374050401,2,2,2,120,,37405002,1,1,,8,14,1,36,1,,,1,,2,,"H37405-04-01",2993.59375
374050401,3,3,3,130,,37405002,1,1,,8,14,1,10,1,,,1,,2,,"H37405-04-01",2993.59375
374050401,4,4,4,310,,37405002,1,1,,8,14,1,10,1,,,1,,2,,"H37405-04-01",2993.59375
374050401,5,5,5,630,,37405002,0.5,1,,8,14,2,,,,,,,,,"H37405-04-01",2993.59375
374050401,6,6,6,620,,37405002,1,1,,8,14,2,,,,,,,,,"H37405-04-01",2993.59375
374050401,7,7,7,470,,37405002,0.25,1,,8,14,1,10,2,,,1,,1,2000,"H37405-04-01",2993.59375
374050401,8,8,8,620,,37405002,0.25,1,,8,14,2,,,,,,,,,"H37405-04-01",2993.59375
374050401,9,9,9,630,,37405002,0.25,1,,8,14,2,,,,,,,,,"H37405-04-01",2993.59375
374060401,2,1,1,630,,37406001,0.125,2,25,3,14,2,,,,,,,,,"H37406-04-01",2993.59375
374060401,1,1,1,741,,37406001,0.125,2,25,1,1,2,,,,,,,,,"H37406-04-01",2993.59375
374060401,3,1,2,620,,37406001,0.125,1,,8,14,,,,,,,,,,"H37406-04-01",2993.59375
374070401,1,1,1,744,,37407001,0.100000001490116,1,,7,1,2,,,,,,,,,"H37407-04-01",2993.59375
374070401,2,1,2,630,,37407001,0.400000005960464,1,,3,14,2,,,,,,,,,"H37407-04-01",2993.59375
374070401,3,1,3,130,,37407001,1,1,,8,14,1,4,1,,,1,,2,,"H37407-04-01",2993.59375
374070401,4,2,4,630,,37407001,0.25,1,,7,14,2,,,,,,,,,"H37407-04-01",2993.59375
374070401,5,3,5,630,,37407001,0.25,1,,8,14,2,,,,,,,,,"H37407-04-01",2993.59375
374070401,6,4,6,620,,37407001,0.25,1,,7,14,2,,,,,,,,,"H37407-04-01",2993.59375
374070401,7,5,7,120,,37407001,0.25,1,,9,14,2,,,,,,,,,"H37407-04-01",2993.59375
374080401,1,1,1,741,,37408001,0.25,1,,3,13,2,,,,,,,,,"H37408-04-01",2993.59375
374080401,2,2,2,620,,37408001,0.300000011920929,1,,8,14,2,,,,,,,,,"H37408-04-01",2993.59375
374080401,3,2,3,130,,37408001,0.400000005960464,1,,8,14,1,1.5,1,,,1,,2,,"H37408-04-01",2993.59375
374090401,1,1,1,630,,37409001,0.5,1,,5,13,2,,,,,,,,,"H37409-04-01",2993.59375
374090401,2,2,2,741,,37409001,0.25,2,60,5,13,2,,,,,,,,,"H37409-04-01",2993.59375
374090401,3,2,2,210,,37409001,0.5,2,50,8,14,1,1,1,3,1,1,,1,2600,"H37409-04-01",2993.59375
374090401,4,3,3,620,,37409001,0.5,1,,8,14,2,,,,,,,,,"H37409-04-01",2993.59375
374090401,5,5,4,630,,37409001,0.5,1,,11,12,,,,,,,,,,"H37409-04-01",2993.59375
374100401,1,1,1,130,,37410001,0.25,1,,8,14,1,1,1,,,1,,2,,"H37410-04-01",2993.59375
374100401,2,2,2,130,,37410001,0.300000011920929,1,,8,14,1,2.5,1,,,1,,2,,"H37410-04-01",2993.59375
374100401,3,2,3,630,,37410001,0.200000002980232,1,,7,14,2,,,,,,,,,"H37410-04-01",2993.59375
375010401,2,1,1,811,,37501001,0.25,2,35,4,2,2,,,,,,,,,"H37501-04-01",544.481567382813
375010401,3,1,1,640,,37501001,0.25,2,5,4,5,2,,,,,,,,,"H37501-04-01",544.481567382813
375010401,1,1,1,741,,37501001,0.25,2,60,4,1,2,,,,,,,,,"H37501-04-01",544.481567382813
375010401,6,2,2,630,,37501001,0.200000002980232,2,20,4,14,2,,,,,,,,,"H37501-04-01",544.481567382813
375010401,4,2,2,741,,37501001,0.200000002980232,2,50,3,14,2,,,,,,,,,"H37501-04-01",544.481567382813
375010401,5,2,2,210,,37501001,0.200000002980232,2,30,7,14,1,4,1,4,1,1,,1,10000,"H37501-04-01",544.481567382813
375020401,2,1,1,811,,37502001,0.5,2,40,4,1,2,,,,,,,,,"H37502-04-01",544.481567382813
375020401,1,1,1,741,,37502001,0.5,2,60,6,1,2,,,,,,,,,"H37502-04-01",544.481567382813
375020401,4,2,2,130,,37502001,0.5,2,30,7,14,1,4,1,6,1,1,,2,,"H37502-04-01",544.481567382813
375020401,3,2,2,210,,37502001,0.5,2,70,7,14,1,15,1,30,1,1,,2,,"H37502-04-01",544.481567382813
375020401,6,4,3,320,,37502001,0.5,2,40,7,14,1,3,1,5,1,1,,2,,"H37502-04-01",544.481567382813
375020401,5,4,3,210,,37502001,0.5,2,60,7,14,1,20,1,35,1,1,,2,,"H37502-04-01",544.481567382813
375020401,7,5,4,210,,37502001,0.5,2,60,7,14,1,20,1,35,1,1,,2,,"H37502-04-01",544.481567382813
375020401,8,5,4,320,,37502001,0.5,2,40,7,14,1,3,1,5,1,1,,2,,"H37502-04-01",544.481567382813
375020401,10,6,5,320,,37502001,0.5,2,30,7,14,1,3,1,5,1,1,,2,,"H37502-04-01",544.481567382813
375020401,9,6,5,210,,37502001,0.5,2,70,7,14,1,20,1,35,1,1,,2,,"H37502-04-01",544.481567382813
375020401,11,7,6,620,,37502001,0.25,1,,8,14,2,,,,,,,,,"H37502-04-01",544.481567382813
375020401,13,8,7,130,,37502001,0.25,2,30,7,14,1,3,1,4.5,1,1,,2,,"H37502-04-01",544.481567382813
375020401,12,8,7,210,,37502001,0.25,2,70,7,14,1,8,1,12,1,1,,2,,"H37502-04-01",544.481567382813
375020401,14,9,8,630,,37502001,0.5,1,,6,14,,,,,,,,,,"H37502-04-01",544.481567382813
375020401,15,10,9,310,,37502001,1,1,,9,14,1,60,1,,,1,,2,,"H37502-04-01",544.481567382813
375030401,1,1,1,741,,37503003,0.5,2,40,1,1,2,,,,,,,,,"H37503-04-01",544.481567382813
375030401,2,1,1,210,,37503003,0.5,2,40,7,14,1,18,1,30,1,1,,2,,"H37503-04-01",544.481567382813
375030401,3,1,1,811,,37503003,0.5,2,20,4,14,,,,,,,,,,"H37503-04-01",544.481567382813
375030401,5,2,2,744,,37503003,0.25,2,40,1,1,2,,,,,,,,,"H37503-04-01",544.481567382813
375030401,4,2,2,741,,37503003,0.25,2,20,3,14,2,,,,,,,,,"H37503-04-01",544.481567382813
375030401,7,2,2,811,,37503003,25,2,10,1,1,2,,,,,,,,,"H37503-04-01",544.481567382813
375030401,6,2,2,210,,37503003,0.25,2,30,7,14,1,6,22,10,1,1,,2,,"H37503-04-01",544.481567382813
375040401,1,1,1,741,,37504001,0.600000023841858,1,,99,1,2,,,,,,,,,"H37504-04-01",544.481567382813
375040401,2,1,2,811,,37504001,0.400000005960464,1,,99,1,2,,,,,,,,,"H37504-04-01",544.481567382813
375050401,1,1,1,741,,37505001,1,2,80,4,1,2,,,,,,,,,"H37505-04-01",544.481567382813
375050401,2,1,1,811,,37505001,1,2,20,3,5,2,,,,,,,,,"H37505-04-01",544.481567382813
375050401,3,2,2,210,,37505001,0.5,1,,7,14,1,12,1,,,1,,1,16000,"H37505-04-01",544.481567382813
375060401,2,1,1,210,,37506001,0.5,2,40,7,14,1,20,1,40,,1,,2,,"H37506-04-01",544.481567382813
375060401,1,1,1,741,,37506001,0.5,2,60,4,2,2,,,,,,,,,"H37506-04-01",544.481567382813
375060401,3,2,2,630,,37506001,0.5,1,,4,14,2,,,,,,,,,"H37506-04-01",544.481567382813
375060401,4,2,3,620,,37506001,0.5,1,,9,14,2,,,,,,,,,"H37506-04-01",544.481567382813
375070401,1,1,1,741,,37507002,0.25,2,70,3,1,2,,,,,,,,,"H37507-04-01",544.481567382813
375070401,2,1,1,811,,37507002,0.25,2,30,4,1,2,,,,,,,,,"H37507-04-01",544.481567382813
375070401,3,2,2,741,,37507002,0.25,1,,4,11,2,,,,,,,,,"H37507-04-01",544.481567382813
375070401,4,3,3,741,,37507002,0.5,1,,3,9,2,,,,,,,,,"H37507-04-01",544.481567382813
375070401,5,4,4,210,,37507002,0.75,1,,7,14,1,10,1,,,1,,2,,"H37507-04-01",544.481567382813
375080401,1,1,1,210,,37508001,0.5,1,,7,14,1,15,1,,,1,,2,,"H37508-04-01",544.481567382813
375080401,2,2,2,741,,37508001,0.5,2,20,10,1,2,,,,,,,,,"H37508-04-01",544.481567382813
375080401,3,2,2,210,,37508001,0.5,2,80,7,14,1,25,1,30,1,1,,2,,"H37508-04-01",544.481567382813
375080401,4,3,3,811,,37508001,0.5,1,,4,6,2,,,,,,,,,"H37508-04-01",544.481567382813
375080401,5,4,4,741,,37508001,0.5,2,30,9,1,2,,,,,,,,,"H37508-04-01",544.481567382813
375080401,6,4,4,210,,37508001,0.5,2,70,7,14,1,20,1,25,1,1,,2,,"H37508-04-01",544.481567382813
375080401,7,5,5,210,,37508001,0.5,1,,7,14,1,35,1,,,1,,2,,"H37508-04-01",544.481567382813
