"HHID","PID","h5q2","h5q3","h5q4","h5q5","h5q6","h5q7a","h5q7b","h5q8","h5q9","h5q10","h5q11","h5q12","wgt_X"
"H35106-04-01","P35106-002",2,"P35106-001",1,7,4,4,40,1,,2,0.5,3000,2409.94018554688
"H35106-04-01","P35106-003",2,"P35106-001",2,,,,,,,,,,2409.94018554688
"H35106-04-01","P35106-004",2,"P35106-001",2,,,,,,,,,,2409.94018554688
"H35106-04-01","P35106-005",2,"P35106-001",2,,,,,,,,,,2409.94018554688
"H35106-04-01","P35106-006",2,"P35106-001",2,,,,,,,,,,2409.94018554688
"H35106-04-01","P35106-008",2,"P35106-001",2,,,,,,,,,,2409.94018554688
"H35107-04-01","P35107-001",1,,2,,,,,,,,,,2409.94018554688
"H35108-04-01","P35108-001",1,,2,,,,,,,,,,2409.94018554688
"H35108-04-01","P35108-002",1,,1,7,0,5,8,1,,2,0.4,0,2409.94018554688
"H35108-04-01","P35108-003",2,"P35108-001",2,,,,,,,,,,2409.94018554688
"H35108-04-01","P35108-004",2,"P35108-001",2,,,,,,,,,,2409.94018554688
"H35108-04-01","P35108-005",2,"P35108-001",2,,,,,,,,,,2409.94018554688
"H35108-04-01","P35108-006",2,"P35108-001",2,,,,,,,,,,2409.94018554688
"H35108-04-01","P35108-007",2,"P35108-001",2,,,,,,,,,,2409.94018554688
"H35109-04-01","P35109-001",2,"P35109-002",2,,,,,,,,,,2409.94018554688
"H35109-04-01","P35109-002",1,,1,5,2,13,9,1,,2,1.5,0,2409.94018554688
"H35109-04-01","P35109-003",2,"P35109-002",2,,,,,,,,,,2409.94018554688
"H35109-04-01","P35109-004",2,"P35109-002",2,,,,,,,,,,2409.94018554688
"H35109-04-01","P35109-005",2,"P35109-002",1,5,1,13,9,1,,2,1.5,0,2409.94018554688
"H35109-04-01","P35109-006",2,"P35109-002",1,7,2,13,8,1,,7,1.5,4000,2409.94018554688
"H35109-04-01","P35109-007",2,"P35109-002",1,7,1,13,8,1,,7,1.5,4000,2409.94018554688
"H35109-04-01","P35109-008",2,"P35109-002",2,,,,,,,,,,2409.94018554688
"H35109-04-01","P35109-009",1,,2,,,,,,,,,,2409.94018554688
"H35110-04-01","P35110-001",1,,2,,,,,,,,,,2409.94018554688
"H35110-04-01","P35110-002",2,"P35110-001",2,,,,,,,,,,2409.94018554688
"H35110-04-01","P35110-003",2,"P35110-001",1,6,1,13,19,1,,7,1,20000,2409.94018554688
"H35110-04-01","P35110-004",2,"P35110-001",2,,,,,,,,,,2409.94018554688
"H35201-04-01","P35201-001",1,,1,6,4,4,9,1,,5,3,20000,2257.27416992188
"H35201-04-01","P35201-002",2,"P35201-001",1,2,1,4,11,1,,5,3,15000,2257.27416992188
"H35201-04-01","P35201-003",2,"P35201-001",2,,,,,,,,,,2257.27416992188
"H35201-04-01","P35201-004",2,"P35201-001",1,14,5,11,,1,,6,3,5500,2257.27416992188
"H35202-04-01","P35202-001",1,,1,2,2,96,40,2,96,,,,2257.27416992188
"H35203-04-01","P35203-001",1,,2,,,,,,,,,,2257.27416992188
"H35203-04-01","P35203-002",2,"P35203-001",1,8,7,96,5,1,,5,0.5,40000,2257.27416992188
"H35203-04-01","P35203-004",2,"P35203-001",1,3,0,5,96,1,,5,0.5,300,2257.27416992188
"H35203-04-01","P35203-005",2,"P35203-001",1,2,0,5,9,1,,5,0.5,300,2257.27416992188
"H35204-04-01","P35204-001",1,,1,14,5,11,13,1,,6,0.4,10000,2257.27416992188
"H35204-04-01","P35204-002",1,,1,4,2,4,13,1,,6,0.4,9000,2257.27416992188
"H35204-04-01","P35204-003",2,"P35204-002",2,,,,,,,,,,2257.27416992188
"H35204-04-01","P35204-004",2,"P35204-002",1,7,3,4,1,1,,6,0.4,6000,2257.27416992188
"H35204-04-01","P35204-005",2,"P35204-002",1,2,1,6,4,2,1,,,,2257.27416992188
"H35204-04-01","P35204-006",2,"P35204-002",2,,,,,,,,,,2257.27416992188
"H35204-04-01","P35204-007",2,"P35204-002",1,12,7,1,8,1,,7,0.5,7000,2257.27416992188
"H35204-04-01","P35204-008",2,"P35204-002",2,,,,,,,,,,2257.27416992188
"H35204-04-01","P35204-009",2,"P35204-002",1,2,2,4,,1,,6,0.4,3000,2257.27416992188
"H35204-04-01","P35204-010",2,"P35204-002",2,,,,,,,,,,2257.27416992188
"H35205-04-01","P35205-001",1,,2,,,,,,,,,,2257.27416992188
"H35205-04-01","P35205-002",2,"P35205-001",2,,,,,,,,,,2257.27416992188
"H35205-04-01","P35205-003",2,"P35205-001",2,,,,,,,,,,2257.27416992188
"H35205-04-01","P35205-004",2,"P35205-001",1,7,6,8,12,1,,2,3,0,2257.27416992188
"H35205-04-01","P35205-005",2,"P35205-001",2,,,,,,,,,,2257.27416992188
"H35205-04-01","P35205-006",2,"P35205-001",2,,,,,,,,,,2257.27416992188
"H35205-04-01","P35205-007",2,"P35205-001",2,,,,,,,,,,2257.27416992188
"H35206-04-01","P35206-001",1,,2,,,,,,,,,,2257.27416992188
"H35206-04-01","P35206-003",2,"P35206-001",1,3,3,8,11,1,,5,1,35000,2257.27416992188
"H35206-04-01","P35206-004",2,"P35206-001",2,,,,,,,,,,2257.27416992188
"H35206-04-01","P35206-005",2,"P35206-001",2,,,,,,,,,,2257.27416992188
"H35206-04-01","P35206-006",2,"P35206-001",2,,,,,,,,,,2257.27416992188
"H35206-04-01","P35206-007",2,"P35206-001",2,,,,,,,,,,2257.27416992188
"H35206-04-01","P35206-008",2,"P35206-007",1,7,5,8,11,1,,5,1,20000,2257.27416992188
"H35207-04-01","P35207-002",1,,2,,,,,,,,,,2257.27416992188
"H35207-04-01","P35207-003",2,"P35207-002",2,,,,,,,,,,2257.27416992188
"H35207-04-01","P35207-004",2,"P35207-002",2,,,,,,,,,,2257.27416992188
"H35207-04-01","P35207-007",1,,2,,,,,,,,,,2257.27416992188
"H35208-04-01","P35208-001",1,,2,,,,,,,,,,2257.27416992188
"H35208-04-01","P35208-002",2,"P35208-001",2,,,,,,,,,,2257.27416992188
"H35208-04-01","P35208-003",2,"P35208-001",2,,,,,,,,,,2257.27416992188
"H35208-04-01","P35208-004",2,"P35208-001",2,,,,,,,,,,2257.27416992188
"H35208-04-01","P35208-005",2,"P35208-001",2,,,,,,,,,,2257.27416992188
"H35208-04-01","P35208-006",2,"P35208-001",2,,,,,,,,,,2257.27416992188
"H35210-04-01","P35210-001",2,"P35210-002",2,,,,,,,,,,2257.27416992188
"H35210-04-01","P35210-002",1,,1,4,0,96,40,1,,7,0,2500,2257.27416992188
"H35210-04-01","P35210-003",2,"P35210-002",2,,,,,,,,,,2257.27416992188
"H35210-04-01","P35210-004",2,"P35210-002",1,1,0,19,40,2,1,,,,2257.27416992188
"H35210-04-01","P35210-005",2,"P35210-002",2,,,,,,,,,,2257.27416992188
"H35210-04-01","P35210-006",2,"P35210-002",2,,,,,,,,,,2257.27416992188
"H35210-04-01","P35210-007",2,"P35210-002",2,,,,,,,,,,2257.27416992188
"H35301-04-01","P35301-001",2,"P35301-003",1,7,3,8,96,2,1,,,,1059.9375
"H35301-04-01","P35301-002",2,"P35301-003",2,,,,,,,,,,1059.9375
"H35301-04-01","P35301-003",1,,1,5,3,9,96,1,,7,0.25,20000,1059.9375
"H35301-04-01","P35301-004",2,"P35301-003",2,,,,,,,,,,1059.9375
"H35301-04-01","P35301-005",2,"P35301-003",2,,,,,,,,,,1059.9375
"H35302-04-01","P35302-001",2,"P35302-002",2,,,,,,,,,,1059.9375
"H35302-04-01","P35302-002",1,,2,,,,,,,,,,1059.9375
"H35302-04-01","P35302-003",2,"P35302-002",2,,,,,,,,,,1059.9375
"H35302-04-01","P35302-004",2,"P35302-002",2,,,,,,,,,,1059.9375
"H35302-04-01","P35302-005",2,"P35302-002",2,,,,,,,,,,1059.9375
"H35302-04-01","P35302-006",2,"P35302-002",2,,,,,,,,,,1059.9375
"H35302-04-01","P35302-007",2,"P35302-002",2,,,,,,,,,,1059.9375
"H35302-04-01","P35302-008",2,"P35302-003",2,,,,,,,,,,1059.9375
"H35303-04-01","P35303-001",1,,1,14,0,11,40,1,,7,0.1,5000,1059.9375
"H35303-04-01","P35303-002",2,"P35303-001",2,,,,,,,,,,1059.9375
"H35303-04-01","P35303-003",2,"P35303-001",1,13,4,4,40,1,,2,1,6000,1059.9375
"H35303-04-01","P35303-006",2,"P35303-001",1,10,2,11,13,1,,2,0,0,1059.9375
"H35304-04-01","P35304-001",2,"P35304-002",1,12,3,11,4,1,,7,1,45000,1059.9375
"H35304-04-01","P35304-002",1,,2,,,,,,,,,,1059.9375
"H35304-04-01","P35304-003",2,"P35304-002",2,,,,,,,,,,1059.9375
"H35304-04-01","P35304-005",2,"P35304-002",2,,,,,,,,,,1059.9375
"H35304-04-01","P35304-006",2,"P35304-002",2,,,,,,,,,,1059.9375
"H35304-04-01","P35304-007",2,"P35304-002",1,7,1,13,11,1,,7,0,4000,1059.9375
"H35304-04-01","P35304-008",2,"P35304-002",1,5,0,11,13,1,,7,0,5000,1059.9375
"H35304-04-01","P35304-009",2,"P35304-002",2,,,,,,,,,,1059.9375
"H35305-04-01","P35305-001",2,"P35305-002",2,,,,,,,,,,1059.9375
"H35305-04-01","P35305-002",1,,2,,,,,,,,,,1059.9375
"H35306-04-01","P35306-001",2,"P35306-006",2,,,,,,,,,,1059.9375
"H35306-04-01","P35306-002",2,"P35306-006",2,,,,,,,,,,1059.9375
"H35306-04-01","P35306-003",2,"P35306-006",1,7,2,4,9,1,,7,0.25,30000,1059.9375
"H35306-04-01","P35306-004",2,"P35306-006",2,,,,,,,,,,1059.9375
"H35306-04-01","P35306-005",2,"P35306-006",2,,,,,,,,,,1059.9375
"H35306-04-01","P35306-006",1,,2,,,,,,,,,,1059.9375
"H35307-04-01","P35307-001",1,,2,,,,,,,,,,1059.9375
"H35307-04-01","P35307-002",2,"P35307-001",2,,,,,,,,,,1059.9375
"H35307-04-01","P35307-003",2,"P35307-001",2,,,,,,,,,,1059.9375
"H35307-04-01","P35307-004",2,"P35307-001",2,,,,,,,,,,1059.9375
"H35307-04-01","P35307-005",2,"P35307-001",1,6,6,1,12,1,,6,0.25,10000,1059.9375
"H35308-04-01","P35308-001",1,,1,5,0,13,96,1,,6,2,4000,1059.9375
"H35308-04-01","P35308-002",2,"P35308-001",2,,,,,,,,,,1059.9375
"H35308-04-01","P35308-003",2,"P35308-001",2,,,,,,,,,,1059.9375
"H35309-04-01","P35309-001",2,"P35309-002",2,,,,,,,,,,1059.9375
"H35309-04-01","P35309-002",1,,1,6,0,96,40,1,,6,0.4,10000,1059.9375
"H35309-04-01","P35309-003",2,"P35309-002",2,,,,,,,,,,1059.9375
"H35310-04-01","P35310-001",2,"P35310-002",2,,,,,,,,,,1059.9375
"H35310-04-01","P35310-002",1,,2,,,,,,,,,,1059.9375
"H35310-04-01","P35310-003",1,,1,4,0,13,40,2,1,,,,1059.9375
"H35310-04-01","P35310-004",2,"P35310-002",2,,,,,,,,,,1059.9375
"H35310-04-01","P35310-005",2,"P35310-002",1,7,0,13,40,2,1,,,,1059.9375
"H35401-04-01","P35401-001",1,,2,,,,,,,,,,733.614135742188
"H35402-04-01","P35402-001",1,,2,,,,,,,,,,733.614135742188
"H35403-04-01","P35403-001",1,,2,,,,,,,,,,733.614135742188
"H35403-04-01","P35403-002",2,"P35403-001",1,9,1,11,13,1,,7,0.25,5000,733.614135742188
"H35403-04-01","P35403-003",2,"P35403-001",1,10,3,11,40,1,,7,5,12000,733.614135742188
"H35403-04-01","P35403-004",2,"P35403-001",1,7,0,11,40,1,,7,0.25,3000,733.614135742188
"H35403-04-01","P35403-005",2,"P35403-001",2,,,,,,,,,,733.614135742188
"H35403-04-01","P35403-006",2,"P35403-001",2,,,,,,,,,,733.614135742188
"H35404-04-01","P35404-001",1,,2,,,,,,,,,,733.614135742188
"H35404-04-01","P35404-002",2,"P35404-001",2,,,,,,,,,,733.614135742188
"H35404-04-01","P35404-003",2,"P35404-001",2,,,,,,,,,,733.614135742188
"H35404-04-01","P35404-004",2,"P35404-001",2,,,,,,,,,,733.614135742188
"H35404-04-01","P35404-006",2,"P35404-001",2,,,,,,,,,,733.614135742188
"H35405-04-01","P35405-001",2,"P35405-002",2,,,,,,,,,,733.614135742188
"H35405-04-01","P35405-002",1,,2,,,,,,,,,,733.614135742188
"H35405-04-01","P35405-003",2,"P35405-002",2,,,,,,,,,,733.614135742188
"H35405-04-01","P35405-004",2,"P35405-002",2,,,,,,,,,,733.614135742188
"H35405-04-01","P35405-005",2,"P35405-002",2,,,,,,,,,,733.614135742188
"H35406-04-01","P35406-001",1,,2,,,,,,,,,,733.614135742188
"H35406-04-01","P35406-007",2,"P35406-001",2,,,,,,,,,,733.614135742188
"H35406-04-01","P35406-008",2,"P35406-001",1,4,0,13,96,1,,7,0.5,4000,733.614135742188
"H35407-04-01","P35407-001",2,"P35407-002",2,,,,,,,,,,733.614135742188
"H35407-04-01","P35407-002",1,,2,,,,,,,,,,733.614135742188
"H35407-04-01","P35407-003",2,"P35407-002",1,14,7,96,2,1,,13,15,15000,733.614135742188
"H35407-04-01","P35407-004",2,"P35407-002",2,,,,,,,,,,733.614135742188
"H35407-04-01","P35407-005",2,"P35407-002",2,,,,,,,,,,733.614135742188
"H35407-04-01","P35407-006",2,"P35407-002",2,,,,,,,,,,733.614135742188
"H35407-04-01","P35407-007",2,"P35407-002",1,7,3,96,2,1,,13,5,15000,733.614135742188
"H35408-04-01","P35408-001",1,,2,,,,,,,,,,733.614135742188
"H35408-04-01","P35408-002",2,"P35408-001",2,,,,,,,,,,733.614135742188
"H35408-04-01","P35408-003",2,"P35408-001",1,6,1,13,4,1,,7,1.8,25000,733.614135742188
"H35408-04-01","P35408-004",2,"P35408-001",2,,,,,,,,,,733.614135742188
"H35408-04-01","P35408-005",2,"P35408-001",1,3,0,13,40,1,,7,1.8,5000,733.614135742188
"H35408-04-01","P35408-006",2,"P35408-001",2,,,,,,,,,,733.614135742188
"H35409-04-01","P35409-001",1,,1,20,20,19,8,1,,2,30,50000,733.614135742188
"H35409-04-01","P35409-002",2,"P35409-001",2,,,,,,,,,,733.614135742188
"H35409-04-01","P35409-003",2,"P35409-001",1,7,7,6,8,1,,6,1,5000,733.614135742188
"H35409-04-01","P35409-005",2,"P35409-001",2,,,,,,,,,,733.614135742188
"H35409-04-01","P35409-006",2,"P35409-001",2,,,,,,,,,,733.614135742188
"H35410-04-01","P35410-001",1,,2,,,,,,,,,,733.614135742188
"H35410-04-01","P35410-002",2,"P35410-001",2,,,,,,,,,,733.614135742188
"H35410-04-01","P35410-003",2,"P35410-001",1,3,0,5,8,1,,6,0.25,9000,733.614135742188
"H35410-04-01","P35410-004",2,"P35410-001",2,,,,,,,,,,733.614135742188
"H35410-04-01","P35410-005",2,"P35410-001",1,2,0,4,5,1,,6,0.25,3000,733.614135742188
"H35410-04-01","P35410-006",2,"P35410-001",1,2,0,5,,1,,6,0.25,3000,733.614135742188
"H35410-04-01","P35410-007",2,"P35410-001",2,,,,,,,,,,733.614135742188
"H35501-04-01","P35501-001",1,,1,14,14,6,11,2,1,,,,5974.580078125
"H35502-04-01","P35502-001",1,,2,,,,,,,,,,5974.580078125
"H35502-04-01","P35502-002",2,"P35502-001",2,,,,,,,,,,5974.580078125
"H35502-04-01","P35502-003",2,"P35502-001",2,,,,,,,,,,5974.580078125
"H35502-04-01","P35502-004",2,"P35502-001",2,,,,,,,,,,5974.580078125
"H35502-04-01","P35502-005",2,"P35502-001",2,,,,,,,,,,5974.580078125
"H35502-04-01","P35502-006",2,"P35502-001",2,,,,,,,,,,5974.580078125
"H35502-04-01","P35502-007",2,"P35502-001",2,,,,,,,,,,5974.580078125
"H35502-04-01","P35502-008",2,"P35502-001",1,7,2,6,7,1,,2,0.5,0,5974.580078125
"H35503-04-01","P35503-001",1,,2,,,,,,,,,,5974.580078125
"H35504-04-01","P35504-001",1,,1,14,7,5,13,1,,2,0.4,4000,5974.580078125
"H35504-04-01","P35504-002",2,"P35504-001",1,7,7,4,9,2,96,,,,5974.580078125
"H35504-04-01","P35504-003",2,"P35504-001",1,14,7,4,13,1,,2,0.4,0,5974.580078125
"H35504-04-01","P35504-004",2,"P35504-001",2,,,,,,,,,,5974.580078125
"H35504-04-01","P35504-005",2,"P35504-001",2,,,,,,,,,,5974.580078125
"H35505-04-01","P35505-001",1,,2,,,,,,,,,,5974.580078125
"H35505-04-01","P35505-002",1,,1,3,0,5,8,1,,2,1,0,5974.580078125
"H35505-04-01","P35505-006",2,"P35505-002",2,,,,,,,,,,5974.580078125
"H35505-04-01","P35505-007",2,"P35505-002",2,,,,,,,,,,5974.580078125
"H35505-04-01","P35505-008",2,"P35505-002",2,,,,,,,,,,5974.580078125
"H35505-04-01","P35505-010",2,"P35505-002",1,3,0,13,,2,96,,,,5974.580078125
"H35506-04-01","P35506-001",2,"P35506-002",2,,,,,,,,,,5974.580078125
"H35506-04-01","P35506-002",1,,2,,,,,,,,,,5974.580078125
"H35506-04-01","P35506-003",2,"P35506-002",2,,,,,,,,,,5974.580078125
"H35506-04-01","P35506-004",2,"P35506-002",2,,,,,,,,,,5974.580078125
"H35506-04-01","P35506-005",2,"P35506-002",2,,,,,,,,,,5974.580078125
"H35506-04-01","P35506-006",2,"P35506-002",2,,,,,,,,,,5974.580078125
"H35506-04-01","P35506-007",2,"P35506-002",1,4,1,13,8,1,,7,2,2000,5974.580078125
"H35506-04-01","P35506-008",2,"P35506-002",2,,,,,,,,,,5974.580078125
"H35506-04-01","P35506-009",2,"P35506-002",1,5,1,13,96,1,,7,1,2000,5974.580078125
"H35506-04-01","P35506-010",2,"P35506-002",2,,,,,,,,,,5974.580078125
"H35506-04-01","P35506-011",2,"P35506-002",1,6,0,96,13,1,,7,2,7000,5974.580078125
"H35506-04-01","P35506-012",2,"P35506-002",2,,,,,,,,,,5974.580078125
"H35507-04-01","P35507-001",1,,1,13,3,96,8,1,,2,0.25,0,5974.580078125
"H35507-04-01","P35507-002",2,"P35507-001",2,,,,,,,,,,5974.580078125
"H35507-04-01","P35507-003",1,,1,3,0,13,96,1,,2,0.25,0,5974.580078125
"H35508-04-01","P35508-001",1,,1,7,2,4,11,1,,2,1,0,5974.580078125
"H35508-04-01","P35508-002",2,"P35508-001",1,10,5,6,40,1,,7,2,5000,5974.580078125
"H35508-04-01","P35508-003",2,"P35508-001",1,5,0,13,40,1,,2,1,0,5974.580078125
"H35508-04-01","P35508-004",2,"P35508-001",2,,,,,,,,,,5974.580078125
"H35508-04-01","P35508-005",2,"P35508-001",1,7,2,13,11,1,,2,1,0,5974.580078125
"H35508-04-01","P35508-006",2,"P35508-001",2,,,,,,,,,,5974.580078125
"H35508-04-01","P35508-007",2,"P35508-001",2,,,,,,,,,,5974.580078125
"H35508-04-01","P35508-008",2,"P35508-001",1,7,4,4,13,1,,2,1,0,5974.580078125
"H35509-04-02","P35509-001",1,,2,,,,,,,,,,5974.580078125
"H35509-04-02","P35509-002",1,,2,,,,,,,,,,5974.580078125
"H35509-04-02","P35509-003",2,"P35509-001",2,,,,,,,,,,5974.580078125
"H35509-04-02","P35509-004",2,"P35509-001",2,,,,,,,,,,5974.580078125
"H35509-04-02","P35509-005",2,"P35509-001",1,11,2,13,11,1,,2,0.5,0,5974.580078125
"H35509-04-02","P35509-006",2,"P35509-002",2,,,,,,,,,,5974.580078125
"H35510-04-01","P35510-002",1,,1,7,0,5,8,1,,2,1.5,0,5974.580078125
"H35510-04-01","P35510-003",2,"P35510-002",2,,,,,,,,,,5974.580078125
"H35510-04-01","P35510-004",2,"P35510-002",2,,,,,,,,,,5974.580078125
"H35601-04-01","P35601-001",1,,1,14,0,96,8,1,,7,0.5,2000,2553.11254882813
"H35601-04-01","P35601-002",2,"P35601-001",1,12,4,5,8,1,,7,0.5,1000,2553.11254882813
"H35601-04-01","P35601-003",2,"P35601-001",1,13,5,13,5,1,,7,0.5,2000,2553.11254882813
"H35601-04-01","P35601-004",2,"P35601-001",1,14,0,96,13,2,1,,,,2553.11254882813
"H35601-04-01","P35601-005",2,"P35601-001",1,7,4,96,5,1,,7,0.5,1000,2553.11254882813
"H35601-04-01","P35601-006",2,"P35601-001",1,10,0,13,96,2,1,,,,2553.11254882813
"H35601-04-01","P35601-007",2,"P35601-001",1,10,0,96,13,2,1,,,,2553.11254882813
"H35601-04-01","P35601-008",2,"P35601-001",1,5,0,96,40,2,1,,,,2553.11254882813
"H35601-04-01","P35601-009",2,"P35601-001",1,6,3,5,96,1,,7,0.5,1000,2553.11254882813
"H35602-04-01","P35602-001",1,,1,7,5,5,8,1,,5,20,178000,2553.11254882813
"H35602-04-01","P35602-002",2,"P35602-001",2,,,,,,,,,,2553.11254882813
"H35602-04-01","P35602-003",2,"P35602-001",2,,,,,,,,,,2553.11254882813
"H35602-04-01","P35602-004",2,"P35602-001",2,,,,,,,,,,2553.11254882813
"H35602-04-01","P35602-005",2,"P35602-001",1,4,0,13,40,2,1,,,,2553.11254882813
"H35602-04-01","P35602-006",2,"P35602-001",2,,,,,,,,,,2553.11254882813
"H35603-04-01","P35603-001",2,"P35603-002",1,8,0,96,40,1,,7,1,2500,2553.11254882813
"H35603-04-01","P35603-002",1,,1,5,1,5,8,1,,7,1,20000,2553.11254882813
"H35603-04-01","P35603-003",2,"P35603-002",2,,,,,,,,,,2553.11254882813
"H35603-04-01","P35603-004",2,"P35603-002",1,1,0,96,8,1,,6,1,500,2553.11254882813
"H35603-04-01","P35603-005",2,"P35603-002",2,,,,,,,,,,2553.11254882813
"H35603-04-01","P35603-006",2,"P35603-002",1,2,1,21,8,1,,7,1,5000,2553.11254882813
"H35603-04-01","P35603-007",2,"P35603-002",2,,,,,,,,,,2553.11254882813
"H35603-04-01","P35603-008",2,"P35603-002",2,,,,,,,,,,2553.11254882813
"H35603-04-01","P35603-009",2,"P35603-002",2,,,,,,,,,,2553.11254882813
"H35603-04-01","P35603-010",2,"P35603-002",2,,,,,,,,,,2553.11254882813
"H35603-04-01","P35603-011",2,"P35603-002",2,,,,,,,,,,2553.11254882813
"H35603-04-01","P35603-012",2,"P35603-002",2,,,,,,,,,,2553.11254882813
"H35604-04-01","P35604-001",1,,2,,,,,,,,,,2553.11254882813
"H35604-04-01","P35604-002",1,,2,,,,,,,,,,2553.11254882813
"H35604-04-01","P35604-003",2,"P35604-001",2,,,,,,,,,,2553.11254882813
"H35604-04-01","P35604-004",2,"P35604-001",2,,,,,,,,,,2553.11254882813
"H35605-04-01","P35605-001",2,"P35605-002",2,,,,,,,,,,2553.11254882813
"H35605-04-01","P35605-002",1,,1,30,15,96,8,2,5,,,,2553.11254882813
"H35605-04-01","P35605-003",2,"P35605-002",2,,,,,,,,,,2553.11254882813
"H35606-04-01","P35606-001",1,,1,14,10,5,8,1,,1,3,0,2553.11254882813
"H35606-04-01","P35606-003",2,"P35606-001",2,,,,,,,,,,2553.11254882813
"H35606-04-01","P35606-004",2,"P35606-001",2,,,,,,,,,,2553.11254882813
"H35606-04-01","P35606-005",2,"P35606-001",2,,,,,,,,,,2553.11254882813
"H35606-04-01","P35606-006",2,"P35606-001",2,,,,,,,,,,2553.11254882813
"H35606-04-01","P35606-007",2,"P35606-001",1,4,4,13,11,1,,1,3,0,2553.11254882813
"H35607-04-01","P35607-001",1,,1,14,0,19,8,1,,7,2,20000,2553.11254882813
"H35607-04-01","P35607-003",1,,2,,,,,,,,,,2553.11254882813
"H35608-04-01","P35608-001",1,,2,,,,,,,,,,2553.11254882813
"H35608-04-01","P35608-002",1,,1,6,0,18,40,2,5,,,,2553.11254882813
"H35608-04-01","P35608-003",1,,2,,,,,,,,,,2553.11254882813
"H35609-04-01","P35609-001",1,,1,6,5,4,96,1,,7,1.6,3000,2553.11254882813
"H35609-04-01","P35609-002",2,"P35609-001",2,,,,,,,,,,2553.11254882813
"H35610-04-01","P35610-001",1,,1,7,6,8,11,2,96,,,,2553.11254882813
"H35610-04-01","P35610-002",2,"P35610-001",2,,,,,,,,,,2553.11254882813
"H35610-04-01","P35610-003",2,"P35610-001",2,,,,,,,,,,2553.11254882813
"H35610-04-01","P35610-004",2,"P35610-001",2,,,,,,,,,,2553.11254882813
"H35701-04-01","P35701-001",1,,1,14,10,5,19,1,,7,0.2,2000,4125.23486328125
"H35701-04-01","P35701-002",2,"P35701-001",1,2,0,96,,1,,7,0.2,1000,4125.23486328125
"H35701-04-01","P35701-003",1,,1,5,0,96,8,1,,7,0.2,2000,4125.23486328125
"H35701-04-01","P35701-004",2,"P35701-001",1,3,0,96,8,1,,7,0.2,1000,4125.23486328125
"H35701-04-01","P35701-005",2,"P35701-001",1,7,5,4,96,1,,7,0.2,20000,4125.23486328125
"H35702-04-01","P35702-001",1,,1,30,30,8,5,1,,1,120,250000,4125.23486328125
"H35702-04-01","P35702-002",1,,1,6,4,5,,1,,5,1,20000,4125.23486328125
"H35702-04-01","P35702-003",2,"P35702-001",1,14,14,10,11,1,,1,30,200000,4125.23486328125
"H35702-04-01","P35702-004",1,,1,1,1,9,13,2,1,,,,4125.23486328125
"H35702-04-01","P35702-005",2,"P35702-001",2,,,,,,,,,,4125.23486328125
"H35702-04-01","P35702-006",2,"P35702-001",2,,,,,,,,,,4125.23486328125
"H35702-04-01","P35702-007",2,"P35702-001",2,,,,,,,,,,4125.23486328125
"H35702-04-01","P35702-008",2,"P35702-001",2,,,,,,,,,,4125.23486328125
"H35702-04-01","P35702-009",2,"P35702-001",2,,,,,,,,,,4125.23486328125
"H35702-04-01","P35702-010",2,"P35702-001",2,,,,,,,,,,4125.23486328125
"H35702-04-01","P35702-011",2,"P35702-001",2,,,,,,,,,,4125.23486328125
"H35702-04-01","P35702-012",2,"P35702-001",2,,,,,,,,,,4125.23486328125
"H35702-04-01","P35702-013",2,"P35702-001",2,,,,,,,,,,4125.23486328125
"H35702-04-01","P35702-014",2,"P35702-001",2,,,,,,,,,,4125.23486328125
"H35702-04-01","P35702-015",2,"P35702-001",2,,,,,,,,,,4125.23486328125
"H35702-04-01","P35702-016",2,"P35702-001",2,,,,,,,,,,4125.23486328125
"H35702-04-01","P35702-017",2,"P35702-001",2,,,,,,,,,,4125.23486328125
"H35702-04-01","P35702-018",2,"P35702-001",2,,,,,,,,,,4125.23486328125
"H35703-04-01","P35703-001",1,,2,,,,,,,,,,4125.23486328125
"H35703-04-01","P35703-002",2,"P35703-001",2,,,,,,,,,,4125.23486328125
"H35703-04-01","P35703-003",2,"P35703-001",2,,,,,,,,,,4125.23486328125
"H35703-04-01","P35703-004",2,"P35703-001",2,,,,,,,,,,4125.23486328125
"H35703-04-01","P35703-005",2,"P35703-001",2,,,,,,,,,,4125.23486328125
"H35703-04-01","P35703-006",2,"P35703-001",2,,,,,,,,,,4125.23486328125
"H35703-04-01","P35703-007",2,"P35703-001",1,7,5,8,,1,,7,0.25,10000,4125.23486328125
"H35704-04-01","P35704-001",2,"P35704-003",2,,,,,,,,,,4125.23486328125
"H35704-04-01","P35704-002",2,"P35704-003",1,3,0,11,,2,1,,,,4125.23486328125
"H35704-04-01","P35704-003",1,,2,,,,,,,,,,4125.23486328125
"H35704-04-01","P35704-004",2,"P35704-003",2,,,,,,,,,,4125.23486328125
"H35704-04-01","P35704-005",2,"P35704-003",2,,,,,,,,,,4125.23486328125
"H35704-04-01","P35704-006",2,"P35704-003",1,1,0,1,,1,,7,0.2,1000,4125.23486328125
